검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Review,26365436,Clinician descriptions of communication strategies to improve treatment engagement by racial/ethnic minorities in mental health services: A systematic review,"Aggarwal NK, Pieh MC, Dixon L, Guarnaccia P, Alegría M, Lewis-Fernández R.",Patient Educ Couns. 2016 Feb;99(2):198-209. doi: 10.1016/j.pec.2015.09.002. Epub 2015 Sep 3.,Aggarwal NK,Patient Educ Couns,2016,2015/09/15,PMC4733416,NIHMS722585,10.1016/j.pec.2015.09.002
Review,24485756,The effectiveness of psychosocial interventions for stroke family caregivers and stroke survivors: a systematic review and meta-analysis,"Cheng HY, Chair SY, Chau JP.",Patient Educ Couns. 2014 Apr;95(1):30-44. doi: 10.1016/j.pec.2014.01.005. Epub 2014 Jan 15.,Cheng HY,Patient Educ Couns,2014,2014/02/04,,,10.1016/j.pec.2014.01.005
Review,40645062,Presenting summary reports to patients with chronic health conditions to support values-based discussions and decision-making: A literature review,"Cole AC, Liu CC, Bissram J, Vizer L, Sippo D, Yu F, Stover AM, King AJ, Richardson DR, Mazur L.",Patient Educ Couns. 2025 Oct;139:109256. doi: 10.1016/j.pec.2025.109256. Epub 2025 Jul 8.,Cole AC,Patient Educ Couns,2025,2025/07/11,,,10.1016/j.pec.2025.109256
Review,37595504,A review of implementation intentions as a tool to benefit high-need patients and healthcare systems: U.S. veterans affairs as an exemplar,"Wright CE, Sheeran P, Voils CI, Blalock DV.",Patient Educ Couns. 2023 Nov;116:107937. doi: 10.1016/j.pec.2023.107937. Epub 2023 Aug 9.,Wright CE,Patient Educ Couns,2023,2023/08/18,,,10.1016/j.pec.2023.107937
Review,33339657,A scoping review of the use of visual aids in health education materials for persons with low-literacy levels,"Mbanda N, Dada S, Bastable K, Ingalill GB, Ralf W S.",Patient Educ Couns. 2021 May;104(5):998-1017. doi: 10.1016/j.pec.2020.11.034. Epub 2020 Nov 27.,Mbanda N,Patient Educ Couns,2021,2020/12/19,,,10.1016/j.pec.2020.11.034
Review,28693922,Shared decision-making and outcomes in type 2 diabetes: A systematic review and meta-analysis,"Saheb Kashaf M, McGill ET, Berger ZD.",Patient Educ Couns. 2017 Dec;100(12):2159-2171. doi: 10.1016/j.pec.2017.06.030. Epub 2017 Jun 27.,Saheb Kashaf M,Patient Educ Couns,2017,2017/07/12,,,10.1016/j.pec.2017.06.030
Review,39353304,"The immediate, intermediate, and long-term effectiveness of audiovisuals for providing pre-treatment information to patients with cancer: A systematic review","Duimel SLL, van Son RJJH, Linn AJ, van den Brekel MWM, Balm AJM, van der Mierden S, Giani S, van Weert JCM.",Patient Educ Couns. 2025 Jan;130:108399. doi: 10.1016/j.pec.2024.108399. Epub 2024 Aug 16.,Duimel SLL,Patient Educ Couns,2025,2024/10/01,,,10.1016/j.pec.2024.108399
Review,34503868,Barriers and facilitators to shared decision-making in neonatal medicine: A systematic review and thematic synthesis of parental perceptions,"Parish O, Williams D, Odd D, Joseph-Williams N.",Patient Educ Couns. 2022 May;105(5):1101-1114. doi: 10.1016/j.pec.2021.08.033. Epub 2021 Aug 27.,Parish O,Patient Educ Couns,2022,2021/09/10,,,10.1016/j.pec.2021.08.033
Review,33341329,The functions of adequate communication in the neonatal care unit: A systematic review and meta-synthesis of qualitative research,"Wreesmann WW, Lorié ES, van Veenendaal NR, van Kempen AAMW, Ket JCF, Labrie NHM.",Patient Educ Couns. 2021 Jul;104(7):1505-1517. doi: 10.1016/j.pec.2020.11.029. Epub 2020 Nov 28.,Wreesmann WW,Patient Educ Couns,2021,2020/12/20,,,10.1016/j.pec.2020.11.029
Review,28619271,The impact of motivational interviewing on adherence and symptom severity in adolescents and young adults with chronic illness: A systematic review,"Schaefer MR, Kavookjian J.",Patient Educ Couns. 2017 Dec;100(12):2190-2199. doi: 10.1016/j.pec.2017.05.037. Epub 2017 Jun 14.,Schaefer MR,Patient Educ Couns,2017,2017/06/17,,,10.1016/j.pec.2017.05.037
Review,19233586,Gender differences in computer-mediated communication: a systematic literature review of online health-related support groups,"Mo PK, Malik SH, Coulson NS.",Patient Educ Couns. 2009 Apr;75(1):16-24. doi: 10.1016/j.pec.2008.08.029. Epub 2009 Feb 23.,Mo PK,Patient Educ Couns,2009,2009/02/24,,,10.1016/j.pec.2008.08.029
Review,38387389,"Pain neuroscience education for patients with chronic pain: A scoping review from teaching-learning strategies, educational level, and cultural perspective","Salazar-Méndez J, Cuyul-Vásquez I, Ponce-Fuentes F, Guzmán-Muñoz E, Núñez-Cortés R, Huysmans E, Lluch-Girbés E, Viscay-Sanhueza N, Fuentes J.",Patient Educ Couns. 2024 Jun;123:108201. doi: 10.1016/j.pec.2024.108201. Epub 2024 Feb 10.,Salazar-Méndez J,Patient Educ Couns,2024,2024/02/22,,,10.1016/j.pec.2024.108201
Review,37494782,Literature review and development of pictorial action plan to promote self-management of chronic obstructive pulmonary disease,"Ho CCY, Chan CWH, Li C, Xiao J, Ng MSN.",Patient Educ Couns. 2023 Oct;115:107923. doi: 10.1016/j.pec.2023.107923. Epub 2023 Jul 22.,Ho CCY,Patient Educ Couns,2023,2023/07/26,,,10.1016/j.pec.2023.107923
Review,36724581,Factors associated with physical activity promotion efforts in individuals with chronic diseases: A systematic review from the perspective of patients,"Hu R, Hui SS, Lee EK, Stoutenberg M, Wong SY, Yang YJ.",Patient Educ Couns. 2023 Apr;109:107641. doi: 10.1016/j.pec.2023.107641. Epub 2023 Jan 20.,Hu R,Patient Educ Couns,2023,2023/02/01,,,10.1016/j.pec.2023.107641
Review,36167758,Health-related information needs and preferences for information of individuals with cardiovascular disease from underserved populations: A systematic review,"Vanzella LM, Pakosh M, Oh P, Ghisi G.",Patient Educ Couns. 2022 Dec;105(12):3398-3409. doi: 10.1016/j.pec.2022.09.008. Epub 2022 Sep 15.,Vanzella LM,Patient Educ Couns,2022,2022/09/27,,,10.1016/j.pec.2022.09.008
Review,35753829,Empowerment in people with Parkinson's disease: A scoping review and qualitative interview study,"Kang E, Friz D, Lipsey K, Foster ER.",Patient Educ Couns. 2022 Oct;105(10):3123-3133. doi: 10.1016/j.pec.2022.06.003. Epub 2022 Jun 9.,Kang E,Patient Educ Couns,2022,2022/06/26,,,10.1016/j.pec.2022.06.003
Review,32624328,"Dimensions, application, and outcomes of person-centered self-management interventions for those living with type 2 diabetes: A scoping review","Lafontaine S, Bourgault P, Girard A, Ellefsen E.",Patient Educ Couns. 2020 Oct;103(10):1961-1982. doi: 10.1016/j.pec.2020.06.020. Epub 2020 Jun 22.,Lafontaine S,Patient Educ Couns,2020,2020/07/07,,,10.1016/j.pec.2020.06.020
Review,30553576,"Beginning with high value care in mind: A scoping review and toolkit to support the content, delivery, measurement, and sustainment of high value care","Sheridan SL, Donahue KE, Brenner AT.",Patient Educ Couns. 2019 Feb;102(2):238-252. doi: 10.1016/j.pec.2018.05.014. Epub 2018 May 20.,Sheridan SL,Patient Educ Couns,2019,2018/12/17,,,10.1016/j.pec.2018.05.014
Review,39437462,"A scoping review of decision regret in non-communicable diseases: The emerging roles of patient-clinician communication, psychological aspects, and medical outcomes","Brera AS, Arrigoni C, Magon A, Conte G, Belloni S, Bonavina L, Shabat G, Arcidiacono MA, Pasek M, Caruso R.",Patient Educ Couns. 2025 Jan;130:108478. doi: 10.1016/j.pec.2024.108478. Epub 2024 Oct 18.,Brera AS,Patient Educ Couns,2025,2024/10/22,,,10.1016/j.pec.2024.108478
Review,36459830,"Systematic review of self-management programs for prostate cancer patients, a quality of life and self-efficacy meta-analysis","Martín-Núñez J, Heredia-Ciuró A, Valenza-Peña G, Granados-Santiago M, Hernández-Hernández S, Ortiz-Rubio A, Valenza MC.",Patient Educ Couns. 2023 Feb;107:107583. doi: 10.1016/j.pec.2022.107583. Epub 2022 Nov 28.,Martín-Núñez J,Patient Educ Couns,2023,2022/12/02,,,10.1016/j.pec.2022.107583
Review,36038395,Type 2 diabetes peer support interventions as a complement to primary care settings in high-income nations: A scoping review,"Lu S, Leduc N, Moullec G.",Patient Educ Couns. 2022 Nov;105(11):3267-3278. doi: 10.1016/j.pec.2022.08.010. Epub 2022 Aug 20.,Lu S,Patient Educ Couns,2022,2022/08/29,,,10.1016/j.pec.2022.08.010
Review,35501227,The effect of motivational interviewing on metabolic control and psychosocial variables in individuals diagnosed with diabetes: Systematic review and meta-analysis,"Bilgin A, Muz G, Yuce GE.",Patient Educ Couns. 2022 Sep;105(9):2806-2823. doi: 10.1016/j.pec.2022.04.008. Epub 2022 Apr 18.,Bilgin A,Patient Educ Couns,2022,2022/05/02,,,10.1016/j.pec.2022.04.008
Review,34376303,Making decisions on your own: Self-administered decision aids about colorectal cancer screening - A systematic review and meta-analyses,"Larsen MB, Stokholm R, Kirkegaard P, Laursen HS, Gabel P, Andersen B.",Patient Educ Couns. 2022 Mar;105(3):534-546. doi: 10.1016/j.pec.2021.07.035. Epub 2021 Jul 24.,Larsen MB,Patient Educ Couns,2022,2021/08/11,,,10.1016/j.pec.2021.07.035
Review,32739067,Online resources for family caregivers of cognitively competent patients: A review of user-driven reputable health website content on caregiver communication with health professionals,"Keast R, Butow PN, Juraskova I, Laidsaar-Powell R.",Patient Educ Couns. 2020 May 5:S0738-3991(20)30235-4. doi: 10.1016/j.pec.2020.04.026. Online ahead of print.,Keast R,Patient Educ Couns,2020,2020/08/03,,,10.1016/j.pec.2020.04.026
Review,32376141,Agreement of physician and patient ratings of communication in medical encounters: A systematic review and meta-analysis of interrater agreement,"Röttele N, Schöpf-Lazzarino AC, Becker S, Körner M, Boeker M, Wirtz MA.",Patient Educ Couns. 2020 Oct;103(10):1873-1882. doi: 10.1016/j.pec.2020.04.002. Epub 2020 Apr 17.,Röttele N,Patient Educ Couns,2020,2020/05/08,,,10.1016/j.pec.2020.04.002
Review,25308954,Doctor-patient communication skills training in mainland China: a systematic review of the literature,"Liu X, Rohrer W, Luo A, Fang Z, He T, Xie W.",Patient Educ Couns. 2015 Jan;98(1):3-14. doi: 10.1016/j.pec.2014.09.012. Epub 2014 Sep 30.,Liu X,Patient Educ Couns,2015,2014/10/14,,,10.1016/j.pec.2014.09.012
Review,40876260,"Shared decision-making, the working alliance, and patient-centered care: A simultaneous concept analysis and review of the literature","Lee KG, Gagliardi AR, Lofters AK, Pinto AD, Maunder RG.",Patient Educ Couns. 2025 Dec;141:109316. doi: 10.1016/j.pec.2025.109316. Epub 2025 Aug 26.,Lee KG,Patient Educ Couns,2025,2025/08/28,,,10.1016/j.pec.2025.109316
Review,38402714,Effectiveness of remotely delivered motivational conversations on health outcomes in patients living with musculoskeletal conditions: A systematic review and meta-analysis,"MacKean A, Godfrey E, Jones GD, Kedroff L, Sparks L, Jones GL.",Patient Educ Couns. 2024 Jun;123:108204. doi: 10.1016/j.pec.2024.108204. Epub 2024 Feb 14.,MacKean A,Patient Educ Couns,2024,2024/02/25,,,10.1016/j.pec.2024.108204
Review,35927110,Effectiveness of motivational interviewing among patients with COPD: A systematic review with meta-analysis and trial sequential analysis of randomized controlled trials,"Wang C, Liu K, Sun X, Yin Y, Tang T.",Patient Educ Couns. 2022 Nov;105(11):3174-3185. doi: 10.1016/j.pec.2022.07.019. Epub 2022 Jul 28.,Wang C,Patient Educ Couns,2022,2022/08/04,,,10.1016/j.pec.2022.07.019
Review,34538465,Decision-making support among racial and ethnic minorities diagnosed with breast or prostate cancer: A systematic review of the literature,"DeRosa AP, Grell Y, Razon D, Komsany A, Pinheiro LC, Martinez J, Phillips E.",Patient Educ Couns. 2022 May;105(5):1057-1065. doi: 10.1016/j.pec.2021.09.012. Epub 2021 Sep 9.,DeRosa AP,Patient Educ Couns,2022,2021/09/20,,,10.1016/j.pec.2021.09.012
Review,21397434,A systematic review and meta-analysis of face-to-face communication of tailored health messages: implications for practice,"Wanyonyi KL, Themessl-Huber M, Humphris G, Freeman R.",Patient Educ Couns. 2011 Dec;85(3):348-55. doi: 10.1016/j.pec.2011.02.006. Epub 2011 Mar 11.,Wanyonyi KL,Patient Educ Couns,2011,2011/03/15,,,10.1016/j.pec.2011.02.006
Review,39168049,The effect of preoperative education on postoperative pain and function after orthopedic surgery: A systematic review and meta-analysis,"Wang F, Zhang J, Guan Y, Xie J.",Patient Educ Couns. 2024 Nov;128:108406. doi: 10.1016/j.pec.2024.108406. Epub 2024 Aug 16.,Wang F,Patient Educ Couns,2024,2024/08/21,,,10.1016/j.pec.2024.108406
Review,36921469,Validity and reliability of standardized instruments measuring physician communication and interpersonal skills in video-recorded medical consultations - A systematic review,"Bellier A, Fournier J, Kaladzé N, Dechosal A, Chaffanjon P, Labarère J.",Patient Educ Couns. 2023 Jun;111:107708. doi: 10.1016/j.pec.2023.107708. Epub 2023 Mar 12.,Bellier A,Patient Educ Couns,2023,2023/03/15,,,10.1016/j.pec.2023.107708
Review,36411152,Effectiveness of discharge education using teach-back method on readmission among heart failure patients: A systematic review and meta-analysis,"Oh S, Choi H, Oh EG, Lee JY.",Patient Educ Couns. 2023 Feb;107:107559. doi: 10.1016/j.pec.2022.11.001. Epub 2022 Nov 4.,Oh S,Patient Educ Couns,2023,2022/11/21,,,10.1016/j.pec.2022.11.001
Review,32532632,The effect of transition care interventions incorporating health coaching strategies for stroke survivors: A systematic review and meta-analysis,"Lin S, Xiao LD, Chamberlain D, Newman P, Xie S, Tan JY.",Patient Educ Couns. 2020 Oct;103(10):2039-2060. doi: 10.1016/j.pec.2020.05.006. Epub 2020 May 31.,Lin S,Patient Educ Couns,2020,2020/06/14,,,10.1016/j.pec.2020.05.006
Review,24795073,Does improving patient-practitioner communication improve clinical outcomes in patients with cardiovascular diseases? A systematic review of the evidence,"Schoenthaler A, Kalet A, Nicholson J, Lipkin M Jr.",Patient Educ Couns. 2014 Jul;96(1):3-12. doi: 10.1016/j.pec.2014.04.006. Epub 2014 Apr 21.,Schoenthaler A,Patient Educ Couns,2014,2014/05/06,PMC4091848,NIHMS589273,10.1016/j.pec.2014.04.006
Review,24001658,Motivational interviewing in medical care settings: a systematic review and meta-analysis of randomized controlled trials,"Lundahl B, Moleni T, Burke BL, Butters R, Tollefson D, Butler C, Rollnick S.",Patient Educ Couns. 2013 Nov;93(2):157-68. doi: 10.1016/j.pec.2013.07.012. Epub 2013 Aug 1.,Lundahl B,Patient Educ Couns,2013,2013/09/05,,,10.1016/j.pec.2013.07.012
Review,41385937,Gender affirming and non-affirming language and the healthcare experiences of transgender and gender non-binary individuals: A systematic review,"Nguyen V, Das E, Loopuijt C.",Patient Educ Couns. 2026 Mar;144:109449. doi: 10.1016/j.pec.2025.109449. Epub 2025 Dec 9.,Nguyen V,Patient Educ Couns,2026,2025/12/12,,,10.1016/j.pec.2025.109449
Review,38492428,A systematic review of the effectiveness of decision making interventions on increasing perceptions of shared decision making occurring in advanced cancer consultations,"Punnett G, Eastwood C, Green L, Yorke J.",Patient Educ Couns. 2024 Jun;123:108235. doi: 10.1016/j.pec.2024.108235. Epub 2024 Mar 3.,Punnett G,Patient Educ Couns,2024,2024/03/16,,,10.1016/j.pec.2024.108235
Review,23870177,Associations between social support and stroke survivors' health-related quality of life--a systematic review,"Kruithof WJ, van Mierlo ML, Visser-Meily JM, van Heugten CM, Post MW.",Patient Educ Couns. 2013 Nov;93(2):169-76. doi: 10.1016/j.pec.2013.06.003. Epub 2013 Jul 17.,Kruithof WJ,Patient Educ Couns,2013,2013/07/23,,,10.1016/j.pec.2013.06.003
Review,40840056,Effectiveness in physical activity levels of proactive behavior-based programs in prostate cancer survivors. A systematic review and meta-analysis,"Martín-Núñez J, Heredia-Ciuró A, Calvache-Mateo A, López-López L, Navas-Otero A, Granados-Santiago M, Valenza MC.",Patient Educ Couns. 2025 Dec;141:109312. doi: 10.1016/j.pec.2025.109312. Epub 2025 Aug 16.,Martín-Núñez J,Patient Educ Couns,2025,2025/08/21,,,10.1016/j.pec.2025.109312
Review,39146890,The use of asynchronous digital two-way communication between patients and healthcare professionals after hospital discharge: A scoping review,"Jensen LWH, Ghaffari A, Rahbek O, Dinesen B, Kold S.",Patient Educ Couns. 2024 Nov;128:108393. doi: 10.1016/j.pec.2024.108393. Epub 2024 Aug 8.,Jensen LWH,Patient Educ Couns,2024,2024/08/15,,,10.1016/j.pec.2024.108393
Review,34579994,Helping the quitters quit: A systematic review and narrative synthesis of the barriers and facilitators to e-cigarette cessation and the support that is needed,"Dyson J, Bhatnagar M, Skinner J, Crooks M.",Patient Educ Couns. 2022 Jun;105(6):1402-1410. doi: 10.1016/j.pec.2021.09.024. Epub 2021 Sep 17.,Dyson J,Patient Educ Couns,2022,2021/09/28,,,10.1016/j.pec.2021.09.024
Review,24041712,Systematic review and meta-analysis of audio-visual information aids for informed consent for invasive healthcare procedures in clinical practice,"Farrell EH, Whistance RN, Phillips K, Morgan B, Savage K, Lewis V, Kelly M, Blazeby JM, Kinnersley P, Edwards A.",Patient Educ Couns. 2014 Jan;94(1):20-32. doi: 10.1016/j.pec.2013.08.019. Epub 2013 Aug 30.,Farrell EH,Patient Educ Couns,2014,2013/09/18,,,10.1016/j.pec.2013.08.019
Review,30087021,The impact of the use of video-based educational interventions on patient outcomes in hospital settings: A scoping review,"Dahodwala M, Geransar R, Babion J, de Grood J, Sargious P.",Patient Educ Couns. 2018 Dec;101(12):2116-2124. doi: 10.1016/j.pec.2018.06.018. Epub 2018 Jun 30.,Dahodwala M,Patient Educ Couns,2018,2018/08/09,,,10.1016/j.pec.2018.06.018
Review,26054454,Parents' learning needs and preferences when sharing management of their child's long-term/chronic condition: A systematic review,"Nightingale R, Friedl S, Swallow V.",Patient Educ Couns. 2015 Nov;98(11):1329-38. doi: 10.1016/j.pec.2015.05.002. Epub 2015 May 27.,Nightingale R,Patient Educ Couns,2015,2015/06/10,,,10.1016/j.pec.2015.05.002
Review,23218925,Palliative and supportive care needs of patients with high-grade glioma and their carers: a systematic review of qualitative literature,"Moore G, Collins A, Brand C, Gold M, Lethborg C, Murphy M, Sundararajan V, Philip J.",Patient Educ Couns. 2013 May;91(2):141-53. doi: 10.1016/j.pec.2012.11.002. Epub 2012 Dec 5.,Moore G,Patient Educ Couns,2013,2012/12/11,,,10.1016/j.pec.2012.11.002
Review,24305642,Knowledge is not power for patients: a systematic review and thematic synthesis of patient-reported barriers and facilitators to shared decision making,"Joseph-Williams N, Elwyn G, Edwards A.",Patient Educ Couns. 2014 Mar;94(3):291-309. doi: 10.1016/j.pec.2013.10.031. Epub 2013 Nov 9.,Joseph-Williams N,Patient Educ Couns,2014,2013/12/06,,,10.1016/j.pec.2013.10.031
Review,21852063,Goal setting as a health behavior change strategy in overweight and obese adults: a systematic literature review examining intervention components,Pearson ES.,Patient Educ Couns. 2012 Apr;87(1):32-42. doi: 10.1016/j.pec.2011.07.018. Epub 2011 Aug 17.,Pearson ES,Patient Educ Couns,2012,2011/08/20,,,10.1016/j.pec.2011.07.018
Review,9355579,A review on family history of breast cancer: screening and counseling proposals for women with familial (non-hereditary) breast cancer,"Unic I, Stalmeier PF, Peer PG, van Daal WA.",Patient Educ Couns. 1997 Sep-Oct;32(1-2):117-27. doi: 10.1016/s0738-3991(97)00062-1.,Unic I,Patient Educ Couns,1997,1997/11/14,,,10.1016/s0738-3991(97)00062-1
Review,34489147,Goals of care communication and higher-value care for patients with advanced-stage cancer: A systematic review of the evidence,"Cripe LD, Vater LB, Lilly JA, Larimer A, Hoffmann ML, Frankel RM.",Patient Educ Couns. 2022 May;105(5):1138-1151. doi: 10.1016/j.pec.2021.08.016. Epub 2021 Aug 27.,Cripe LD,Patient Educ Couns,2022,2021/09/07,,,10.1016/j.pec.2021.08.016
Review,33358769,Promoting physical activity in persons with type 2 diabetes mellitus: A systematic review of systematic reviews,"Konerding U, Szel C.",Patient Educ Couns. 2021 Jul;104(7):1600-1607. doi: 10.1016/j.pec.2020.12.011. Epub 2020 Dec 23.,Konerding U,Patient Educ Couns,2021,2020/12/28,,,10.1016/j.pec.2020.12.011
Review,32595027,Impact of technology-based patient education on modifiable cardiovascular risk factors of people with coronary heart disease: A systematic review,"Halldorsdottir H, Thoroddsen A, Ingadottir B.",Patient Educ Couns. 2020 Oct;103(10):2018-2028. doi: 10.1016/j.pec.2020.05.027. Epub 2020 Jun 3.,Halldorsdottir H,Patient Educ Couns,2020,2020/06/30,,,10.1016/j.pec.2020.05.027
Review,19321288,Information needs of parents of children admitted to a neonatal intensive care unit: a review of the literature (1990-2008),"De Rouck S, Leys M.",Patient Educ Couns. 2009 Aug;76(2):159-73. doi: 10.1016/j.pec.2009.01.014. Epub 2009 Mar 24.,De Rouck S,Patient Educ Couns,2009,2009/03/27,,,10.1016/j.pec.2009.01.014
Review,38714007,Perceptions of primary care patients on the use of electronic clinical decision support tools to facilitate health care: A systematic review,"He W, Chima S, Emery J, Manski-Nankervis JA, Williams I, Hunter B, Nelson C, Martinez-Gutierrez J.",Patient Educ Couns. 2024 Aug;125:108290. doi: 10.1016/j.pec.2024.108290. Epub 2024 Apr 20.,He W,Patient Educ Couns,2024,2024/05/07,,,10.1016/j.pec.2024.108290
Review,30471988,"What are the components of effective chronic condition self-management education interventions for children with asthma, cystic fibrosis, and diabetes? A systematic review","Saxby N, Beggs S, Battersby M, Lawn S.",Patient Educ Couns. 2019 Apr;102(4):607-622. doi: 10.1016/j.pec.2018.11.001. Epub 2018 Nov 13.,Saxby N,Patient Educ Couns,2019,2018/11/26,,,10.1016/j.pec.2018.11.001
Review,19744817,The effects of Internet or interactive computer-based patient education in the field of breast cancer: a systematic literature review,"Ryhänen AM, Siekkinen M, Rankinen S, Korvenranta H, Leino-Kilpi H.",Patient Educ Couns. 2010 Apr;79(1):5-13. doi: 10.1016/j.pec.2009.08.005. Epub 2009 Sep 9.,Ryhänen AM,Patient Educ Couns,2010,2009/09/12,,,10.1016/j.pec.2009.08.005
Review,34561143,Fatigue self-management education in persons with disease-related fatigue: A comprehensive review of the effectiveness on fatigue and quality of life,"Hersche R, Roser K, Weise A, Michel G, Barbero M.",Patient Educ Couns. 2022 Jun;105(6):1362-1378. doi: 10.1016/j.pec.2021.09.016. Epub 2021 Sep 14.,Hersche R,Patient Educ Couns,2022,2021/09/25,,,10.1016/j.pec.2021.09.016
Review,29937112,What adolescents living with long-term conditions say about being involved in decision-making about their healthcare: A systematic review and narrative synthesis of preferences and experiences,"Jordan A, Wood F, Edwards A, Shepherd V, Joseph-Williams N.",Patient Educ Couns. 2018 Oct;101(10):1725-1735. doi: 10.1016/j.pec.2018.06.006. Epub 2018 Jun 18.,Jordan A,Patient Educ Couns,2018,2018/06/26,,,10.1016/j.pec.2018.06.006
Review,28882546,Patient-centered communication between adolescent and young adult cancer survivors and their healthcare providers: Identifying research gaps with a scoping review,"Gorman JR, Standridge DC, Lyons KS, Elliot DL, Winters-Stone K, Julian AK, Weprin J, Storksdieck M, Hayes-Lattin B.",Patient Educ Couns. 2018 Feb;101(2):185-194. doi: 10.1016/j.pec.2017.08.020. Epub 2017 Sep 1.,Gorman JR,Patient Educ Couns,2018,2017/09/09,,,10.1016/j.pec.2017.08.020
Review,28528694,Factors influencing the transition from pediatric to adult care: A scoping review of the literature to conceptualize a relevant education program,"Morsa M, Gagnayre R, Deccache C, Lombrail P.",Patient Educ Couns. 2017 Oct;100(10):1796-1806. doi: 10.1016/j.pec.2017.05.024. Epub 2017 May 15.,Morsa M,Patient Educ Couns,2017,2017/05/23,,,10.1016/j.pec.2017.05.024
Review,19345550,"A systematic review of the literature reporting on studies that examined the impact of interactive, computer-based patient education programs",Fox MP.,Patient Educ Couns. 2009 Oct;77(1):6-13. doi: 10.1016/j.pec.2009.02.011. Epub 2009 Apr 3.,Fox MP,Patient Educ Couns,2009,2009/04/07,,,10.1016/j.pec.2009.02.011
Review,37399665,Patient-centered care outcomes for patients in the emergency department with a non-English language preference: A scoping review,"Schwei RJ, Hoang L, Wilson P, Greene MZ, Lor M, Shah MN, Pulia MS.",Patient Educ Couns. 2023 Sep;114:107875. doi: 10.1016/j.pec.2023.107875. Epub 2023 Jun 28.,Schwei RJ,Patient Educ Couns,2023,2023/07/03,,,10.1016/j.pec.2023.107875
Review,23566427,Maximizing the healthcare environment: a systematic review exploring the potential of computer technology to promote self-management of chronic illness in healthcare settings,"McDermott MS, While AE.",Patient Educ Couns. 2013 Jul;92(1):13-22. doi: 10.1016/j.pec.2013.02.014. Epub 2013 Apr 6.,McDermott MS,Patient Educ Couns,2013,2013/04/10,,,10.1016/j.pec.2013.02.014
Review,22185961,Computerised decision aids: a systematic review of their effectiveness in facilitating high-quality decision-making in various health-related contexts,"Sheehan J, Sherman KA.",Patient Educ Couns. 2012 Jul;88(1):69-86. doi: 10.1016/j.pec.2011.11.006. Epub 2011 Dec 18.,Sheehan J,Patient Educ Couns,2012,2011/12/22,,,10.1016/j.pec.2011.11.006
Review,18752915,Barriers and facilitators to implementing shared decision-making in clinical practice: update of a systematic review of health professionals' perceptions,"Légaré F, Ratté S, Gravel K, Graham ID.",Patient Educ Couns. 2008 Dec;73(3):526-35. doi: 10.1016/j.pec.2008.07.018. Epub 2008 Aug 26.,Légaré F,Patient Educ Couns,2008,2008/08/30,,,10.1016/j.pec.2008.07.018
Review,37857192,A mixed-studies systematic review of self-administered music interventions (SAMIs) for psychological wellbeing in people with chronic health conditions: Meta-analysis and narrative summary,"Pakdeesatitwara N, Clark I, Tamplin J.",Patient Educ Couns. 2024 Jan;118:108006. doi: 10.1016/j.pec.2023.108006. Epub 2023 Oct 10.,Pakdeesatitwara N,Patient Educ Couns,2024,2023/10/19,,,10.1016/j.pec.2023.108006
Review,36182646,The effect of web-based preoperative information on parents of children who are going through elective ambulatory surgery: A systematic review and meta-analysis,"Nytun KL, Moldestad IO, Snibsøer AK, Espehaug B.",Patient Educ Couns. 2022 Dec;105(12):3389-3397. doi: 10.1016/j.pec.2022.09.006. Epub 2022 Sep 13.,Nytun KL,Patient Educ Couns,2022,2022/10/01,,,10.1016/j.pec.2022.09.006
Review,32067858,A systematic review summarizing the effect of health care provider-delivered physical activity interventions on physical activity behaviour in cancer survivors,"Brunet J, Wurz A, Nader PA, Bélanger M.",Patient Educ Couns. 2020 Jul;103(7):1287-1301. doi: 10.1016/j.pec.2020.02.002. Epub 2020 Feb 8.,Brunet J,Patient Educ Couns,2020,2020/02/19,,,10.1016/j.pec.2020.02.002
Review,31558325,The potency of education programs for management of blood pressure through increasing self-efficacy of hypertensive patients: A systematic review and meta-analysis,"Foroumandi E, Kheirouri S, Alizadeh M.",Patient Educ Couns. 2020 Mar;103(3):451-461. doi: 10.1016/j.pec.2019.09.018. Epub 2019 Sep 18.,Foroumandi E,Patient Educ Couns,2020,2019/09/28,,,10.1016/j.pec.2019.09.018
Review,24007763,Women's journey to safety - the Transtheoretical model in clinical practice when working with women experiencing Intimate Partner Violence: a scientific review and clinical guidance,"Reisenhofer S, Taft A.",Patient Educ Couns. 2013 Dec;93(3):536-48. doi: 10.1016/j.pec.2013.08.004. Epub 2013 Aug 19.,Reisenhofer S,Patient Educ Couns,2013,2013/09/07,,,10.1016/j.pec.2013.08.004
Review,33349505,"Education interventions in Chinese cardiac patients on health behaviours, disease-related knowledge, and health outcomes: A systematic review and meta-analysis","Feng YY, Chaves GSS, Shi W, Pakosh M, Zhang L, Gallagher R, Oh P, Ghisi GLM.",Patient Educ Couns. 2021 May;104(5):1018-1029. doi: 10.1016/j.pec.2020.12.001. Epub 2020 Dec 5.,Feng YY,Patient Educ Couns,2021,2020/12/22,,,10.1016/j.pec.2020.12.001
