검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Review,15778858,Late-presenting congenital diaphragmatic hernia in children: a literature review,"Bagłaj M, Dorobisz U.",Pediatr Radiol. 2005 May;35(5):478-88. doi: 10.1007/s00247-004-1389-z. Epub 2005 Mar 19.,Bagłaj M,Pediatr Radiol,2005,2005. 3. 22,,,10.1007/s00247-004-1389-z
Review,41670697,A review and commentary on congenital anomalies of the craniocervical junction,"McAllister AS, Sribnick EA.",Pediatr Radiol. 2026 Feb 11. doi: 10.1007/s00247-026-06521-5. Online ahead of print.,McAllister AS,Pediatr Radiol,2026,2026. 2. 11,,,10.1007/s00247-026-06521-5
Review,23877544,Balloon dilatation of anastomotic strictures secondary to surgical repair of oesophageal atresia: a systematic review,"Thyoka M, Timmis A, Mhango T, Roebuck DJ.",Pediatr Radiol. 2013 Aug;43(8):898-901; quiz 896-7. doi: 10.1007/s00247-013-2693-2. Epub 2013 Jul 23.,Thyoka M,Pediatr Radiol,2013,2013. 7. 24,,,10.1007/s00247-013-2693-2
Review,20602098,A pictorial review of imaging of abdominal tumours in adolescence,"Rasalkar DD, Chu WC, Cheng FW, Hui SK, Ling SC, Li CK.",Pediatr Radiol. 2010 Sep;40(9):1552-61; quiz 1589-90. doi: 10.1007/s00247-010-1738-z. Epub 2010 Jul 3.,Rasalkar DD,Pediatr Radiol,2010,2010. 7. 6,,,10.1007/s00247-010-1738-z
Review,41619015,Pediatric abusive spine trauma: a review of whole-spine imaging essentials,"Kriss S, Foust A, Pruthi S, Little S, Sarma A.",Pediatr Radiol. 2026 Jan 31. doi: 10.1007/s00247-026-06520-6. Online ahead of print.,Kriss S,Pediatr Radiol,2026,2026. 1. 31,,,10.1007/s00247-026-06520-6
Review,15378214,Congenital adrenocortical adenoma: case report and review of literature,"Sarwar ZU, Ward VL, Mooney DP, Testa S, Taylor GA.",Pediatr Radiol. 2004 Dec;34(12):991-4. doi: 10.1007/s00247-004-1254-0. Epub 2004 Sep 17.,Sarwar ZU,Pediatr Radiol,2004,2004. 9. 21,,,10.1007/s00247-004-1254-0
Review,20614113,Avascular necrosis of the metacarpal head: a report of two cases and review of literature,"Sagar P, Shailam R, Nimkin K.",Pediatr Radiol. 2010 Dec;40(12):1895-901. doi: 10.1007/s00247-010-1763-y. Epub 2010 Jul 8.,Sagar P,Pediatr Radiol,2010,2010. 7. 9,,,10.1007/s00247-010-1763-y
Review,40788401,Exploring the role of 3D transabdominal pelvic ultrasound: a pictorial review,"Life CS, Milla SS, Alaniz VI, Huguelet PS, Tutman JJ.",Pediatr Radiol. 2025 Dec;55(13):2716-2729. doi: 10.1007/s00247-025-06354-8. Epub 2025 Aug 11.,Life CS,Pediatr Radiol,2025,2025. 8. 11,,,10.1007/s00247-025-06354-8
Review,40815377,A systematic review of radiation dose to the eye lens from pediatric brain computed tomography scans,"Perdomo AA, Forster JC, Badawy MK.",Pediatr Radiol. 2025 Nov;55(12):2508-2517. doi: 10.1007/s00247-025-06371-7. Epub 2025 Aug 15.,Perdomo AA,Pediatr Radiol,2025,2025. 8. 15,PMC12602571,,10.1007/s00247-025-06371-7
Review,40779052,Idiopathic scrotal hematoma in newborns: a case report and literature review,"Plessi C, Spampinato G, Caponcelli E, Durante V, Ciliberti M, Rossi K, Ceccarelli PL.",Pediatr Radiol. 2025 Sep;55(10):2223-2227. doi: 10.1007/s00247-025-06357-5. Epub 2025 Aug 8.,Plessi C,Pediatr Radiol,2025,2025. 8. 8,PMC12513924,,10.1007/s00247-025-06357-5
Review,2689982,Cranial chordomas in infancy and childhood. A report of two cases and review of the literature,"Matsumoto J, Towbin RB, Ball WS Jr.",Pediatr Radiol. 1989;20(1-2):28-32. doi: 10.1007/BF02010629.,Matsumoto J,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02010629
Review,25820342,Magnetic resonance imaging acquisition techniques intended to decrease movement artefact in paediatric brain imaging: a systematic review,"Woodfield J, Kealey S.",Pediatr Radiol. 2015 Aug;45(9):1271-81. doi: 10.1007/s00247-015-3333-9. Epub 2015 Mar 28.,Woodfield J,Pediatr Radiol,2015,2015. 3. 31,,,10.1007/s00247-015-3333-9
Review,26691155,The internal acoustic canal--another review area in paediatric sensorineural hearing loss,"Chetcuti K, Kumbla S.",Pediatr Radiol. 2016 Apr;46(4):562-9. doi: 10.1007/s00247-015-3496-4. Epub 2015 Dec 21.,Chetcuti K,Pediatr Radiol,2016,2015. 12. 23,,,10.1007/s00247-015-3496-4
Review,24706181,Congenital infantile fibrosarcoma: review of imaging features,"Ainsworth KE, Chavhan GB, Gupta AA, Hopyan S, Taylor G.",Pediatr Radiol. 2014 Sep;44(9):1124-9. doi: 10.1007/s00247-014-2957-5. Epub 2014 Apr 6.,Ainsworth KE,Pediatr Radiol,2014,2014. 4. 8,,,10.1007/s00247-014-2957-5
Review,15517232,MR imaging of abdominopelvic involvement in neurofibromatosis type 1: a review of 43 patients,"Zacharia TT, Jaramillo D, Poussaint TY, Korf B.",Pediatr Radiol. 2005 Mar;35(3):317-22. doi: 10.1007/s00247-004-1352-z. Epub 2004 Oct 27.,Zacharia TT,Pediatr Radiol,2005,2004. 11. 2,,,10.1007/s00247-004-1352-z
Review,29052773,A systemic review of tuberculosis with HIV coinfection in children,"Naidoo J, Mahomed N, Moodley H.",Pediatr Radiol. 2017 Sep;47(10):1269-1276. doi: 10.1007/s00247-017-3895-9. Epub 2017 Aug 29.,Naidoo J,Pediatr Radiol,2017,2017. 10. 21,,,10.1007/s00247-017-3895-9
Review,18941740,Birth-related mid-posterior rib fractures in neonates: a report of three cases (and a possible fourth case) and a review of the literature,"van Rijn RR, Bilo RA, Robben SG.",Pediatr Radiol. 2009 Jan;39(1):30-4. doi: 10.1007/s00247-008-1035-2. Epub 2008 Oct 22.,van Rijn RR,Pediatr Radiol,2009,2008. 10. 23,,,10.1007/s00247-008-1035-2
Review,10201041,Does the tuberous sclerosis complex include intracranial aneurysms? A case report with a review of the literature,"Beltramello A, Puppini G, Bricolo A, Andreis IA, el-Dalati G, Longa L, Polidoro S, Zavarise G, Marradi P.",Pediatr Radiol. 1999 Mar;29(3):206-11. doi: 10.1007/s002470050573.,Beltramello A,Pediatr Radiol,1999,1999. 4. 14,,,10.1007/s002470050573
Review,16284764,The portal vein in children: radiological review of congenital anomalies and acquired abnormalities,"Corness JA, McHugh K, Roebuck DJ, Taylor AM.","Pediatr Radiol. 2006 Feb;36(2):87-96, quiz 170-1. doi: 10.1007/s00247-005-0010-4. Epub 2005 Nov 12.",Corness JA,Pediatr Radiol,2006,2005. 11. 15,,,10.1007/s00247-005-0010-4
Review,16906392,Adamantinoma in childhood: report of six cases and review of the literature,"Van Rijn R, Bras J, Schaap G, van den Berg H, Maas M.",Pediatr Radiol. 2006 Oct;36(10):1068-74. doi: 10.1007/s00247-006-0272-5. Epub 2006 Aug 12.,Van Rijn R,Pediatr Radiol,2006,2006. 8. 15,,,10.1007/s00247-006-0272-5
Review,6382133,Wegener's granulomatosis in childhood. Review of the literature and case report,"Neumann G, Benz-Bohm G, Rister M.",Pediatr Radiol. 1984;14(5):267-71. doi: 10.1007/BF01601872.,Neumann G,Pediatr Radiol,1984,1984. 1. 1,,,10.1007/BF01601872
Review,31897566,"E-cigarette, or vaping, product use-associated lung injury in adolescents: a review of imaging features","Thakrar PD, Boyd KP, Swanson CP, Wideburg E, Kumbhar SS.",Pediatr Radiol. 2020 Mar;50(3):338-344. doi: 10.1007/s00247-019-04572-5. Epub 2020 Jan 2.,Thakrar PD,Pediatr Radiol,2020,2020. 1. 4,,,10.1007/s00247-019-04572-5
Review,10415189,Accessory soleus muscle: a case report and review of the literature,"Palaniappan M, Rajesh A, Rickett A, Kershaw CJ.",Pediatr Radiol. 1999 Aug;29(8):610-2. doi: 10.1007/s002470050660.,Palaniappan M,Pediatr Radiol,1999,1999. 7. 23,,,10.1007/s002470050660
Review,41219516,Weekly virtual case review series: supplementing pediatric radiology education for a global community of trainees,"Amiruddin R, Belachew B, Jalloul M, Derbew HM, Miranda-Schaeubinger M, Wieczkowski S, Mekete Y, Reid JR, Navarro YJS, Noor A, Darge K, Otero HJ.",Pediatr Radiol. 2026 Feb;56(2):473-476. doi: 10.1007/s00247-025-06464-3. Epub 2025 Nov 11.,Amiruddin R,Pediatr Radiol,2026,2025. 11. 11,,,10.1007/s00247-025-06464-3
Review,1491932,Sonographic diagnosis of portal venous gas in two pediatric liver transplant patients with benign pneumatosis intestinalis. Case reports and literature review,"King S, Shuckett B.",Pediatr Radiol. 1992;22(8):577-8. doi: 10.1007/BF02015354.,King S,Pediatr Radiol,1992,1992. 1. 1,,,10.1007/BF02015354
Review,6752855,Multiple pulmonary artery aneurysms and peripheral venous thromboses--the Hughes Stovin syndrome. Report of a case in a 12-year-old boy and a review of the literature,"Roberts DH, Jimenez JF, Golladay ES.",Pediatr Radiol. 1982;12(4):214-6. doi: 10.1007/BF00999315.,Roberts DH,Pediatr Radiol,1982,1982. 1. 1,,,10.1007/BF00999315
Review,10552065,Blomstrand chondrodysplasia: a lethal sclerosing skeletal dysplasia. Case report and review,"Galera MF, de Silva Patrício FR, Lederman HM, Porciúncula CG, Lopes Monlleo I, Brunoni D.",Pediatr Radiol. 1999 Nov;29(11):842-5. doi: 10.1007/s002470050709.,Galera MF,Pediatr Radiol,1999,1999. 11. 7,,,10.1007/s002470050709
Review,15580341,Intracranial involvement in extramedullary hematopoiesis: case report and review of the literature,"Haidar S, Ortiz-Neira C, Shroff M, Gilday D, Blaser S.",Pediatr Radiol. 2005 Jun;35(6):630-4. doi: 10.1007/s00247-004-1361-y. Epub 2004 Dec 2.,Haidar S,Pediatr Radiol,2005,2004. 12. 8,,,10.1007/s00247-004-1361-y
Review,16079980,Narrow duplicated internal auditory canal: radiological findings and review of the literature,"Demir OI, Cakmakci H, Erdag TK, Men S.",Pediatr Radiol. 2005 Dec;35(12):1220-3. doi: 10.1007/s00247-005-1547-y. Epub 2005 Aug 4.,Demir OI,Pediatr Radiol,2005,2005. 8. 5,,,10.1007/s00247-005-1547-y
Review,12389104,Horseshoe adrenal gland in association with asplenia: presentation of six new cases and review of the literature,"Strouse PJ, Haller JO, Berdon WE, Rosovsky MA, Bellah RD, Barr M Jr.",Pediatr Radiol. 2002 Nov;32(11):778-82. doi: 10.1007/s00247-002-0773-9. Epub 2002 Jul 27.,Strouse PJ,Pediatr Radiol,2002,2002. 10. 22,,,10.1007/s00247-002-0773-9
Review,12557062,Intussusception. Part 1: a review of diagnostic approaches,"Daneman A, Navarro O.",Pediatr Radiol. 2003 Feb;33(2):79-85. doi: 10.1007/s00247-002-0832-2. Epub 2002 Nov 19.,Daneman A,Pediatr Radiol,2003,2003. 1. 31,,,10.1007/s00247-002-0832-2
Review,1408435,The current radiologic management of intussusception: a survey and review,Meyer JS.,Pediatr Radiol. 1992;22(5):323-5. doi: 10.1007/BF02016244.,Meyer JS,Pediatr Radiol,1992,1992. 1. 1,,,10.1007/BF02016244
Review,10755757,Malignant peripheral nerve-sheath tumor arising in a previously irradiated neuroblastoma: report of 2 cases and a review of the literature,"Navarro O, Nunez-Santos E, Daneman A, Faria P, Daltro P.",Pediatr Radiol. 2000 Mar;30(3):176-80. doi: 10.1007/s002470050040.,Navarro O,Pediatr Radiol,2000,2001. 2. 7,,,10.1007/s002470050040
Review,41231300,Imaging findings in paediatric non-Hodgkin lymphoma: a pictorial review,"Dasic I, Littooij AS, Tolboom N, Loeffen JLCM, Pavicevic P, Lazic J, Nievelstein RAJ.",Pediatr Radiol. 2026 Jan;56(1):57-77. doi: 10.1007/s00247-025-06396-y. Epub 2025 Nov 13.,Dasic I,Pediatr Radiol,2026,2025. 11. 13,,,10.1007/s00247-025-06396-y
Review,23989751,Imaging features of medulloepithelioma: report of four cases and review of the literature,"Sansgiri RK, Wilson M, McCarville MB, Helton KJ.",Pediatr Radiol. 2013 Oct;43(10):1344-56. doi: 10.1007/s00247-013-2718-x. Epub 2013 Aug 30.,Sansgiri RK,Pediatr Radiol,2013,2013. 8. 31,,,10.1007/s00247-013-2718-x
Review,8332406,Infantile myofibromatosis: a radiological review,"Soper JR, De Silva M.",Pediatr Radiol. 1993;23(3):189-94. doi: 10.1007/BF02013829.,Soper JR,Pediatr Radiol,1993,1993. 1. 1,,,10.1007/BF02013829
Review,39888397,MRI features of hepatocellular adenomas in children: clinical and radiological review,"Almushayqih M, Chami R, Rutten C, Malik A, Chavhan GB.",Pediatr Radiol. 2025 Mar;55(3):488-498. doi: 10.1007/s00247-025-06177-7. Epub 2025 Jan 31.,Almushayqih M,Pediatr Radiol,2025,2025. 1. 31,,,10.1007/s00247-025-06177-7
Review,31451890,The current status of non-radiologist-performed abdominal ultrasonography in paediatrics - a scoping literature review protocol,"van Wassenaer EA, Daams JG, Benninga MA, Rosendahl K, Koot BGP, Stafrace S, Arthurs OJ, van Rijn RR.",Pediatr Radiol. 2019 Sep;49(10):1249-1252. doi: 10.1007/s00247-019-04452-y. Epub 2019 Aug 27.,van Wassenaer EA,Pediatr Radiol,2019,2019. 8. 28,PMC6710212,,10.1007/s00247-019-04452-y
Review,21127852,Posttraumatic high-flow priapism in children treated with autologous blood clot embolization: long-term results and review of the literature,"Cantasdemir M, Gulsen F, Solak S, Numan F.",Pediatr Radiol. 2011 May;41(5):627-32. doi: 10.1007/s00247-010-1912-3. Epub 2010 Dec 3.,Cantasdemir M,Pediatr Radiol,2011,2010. 12. 4,,,10.1007/s00247-010-1912-3
Review,9028853,Gastroschisis: a radiological and clinical review,"Ramsden WH, Arthur RJ, Martinez D.",Pediatr Radiol. 1997 Feb;27(2):166-9. doi: 10.1007/s002470050092.,Ramsden WH,Pediatr Radiol,1997,1997. 2. 1,,,10.1007/s002470050092
Review,19238373,Tumours of the fetal body: a review,"Avni FE, Massez A, Cassart M.",Pediatr Radiol. 2009 Nov;39(11):1147-57. doi: 10.1007/s00247-009-1160-6. Epub 2009 Feb 24.,Avni FE,Pediatr Radiol,2009,2009. 2. 25,,,10.1007/s00247-009-1160-6
Review,1012798,Hypophosphatasia. Review of 24 cases,"Kozlowski K, Sutcliffe J, Barylak A, Harrington G, Kemperdick H, Nolte K, Rheinwein H, Thomas PS, Uniecka W.",Pediatr Radiol. 1976 Dec 15;5(2):103-17. doi: 10.1007/BF00975316.,Kozlowski K,Pediatr Radiol,1976,1976. 12. 15,,,10.1007/BF00975316
Review,19430769,The association between neuroblastoma and opsoclonus-myoclonus syndrome: a historical review,"Rothenberg AB, Berdon WE, D'Angio GJ, Yamashiro DJ, Cowles RA.",Pediatr Radiol. 2009 Jul;39(7):723-6. doi: 10.1007/s00247-009-1282-x. Epub 2009 May 9.,Rothenberg AB,Pediatr Radiol,2009,2009. 5. 12,,,10.1007/s00247-009-1282-x
Review,3281118,"Metaphyseal chondrodysplasia, Schmid type. Clinical and radiographic delineation with a review of the literature","Lachman RS, Rimoin DL, Spranger J.",Pediatr Radiol. 1988;18(2):93-102. doi: 10.1007/BF02387549.,Lachman RS,Pediatr Radiol,1988,1988. 1. 1,,,10.1007/BF02387549
Review,8587816,Soft tissue chondroma of the neck: a case report and review of the literature,"Kamysz JW, Zawin JK, Gonzalez-Crussi F.",Pediatr Radiol. 1996;26(2):145-7. doi: 10.1007/BF01372095.,Kamysz JW,Pediatr Radiol,1996,1996. 1. 1,,,10.1007/BF01372095
Review,2027712,Review of radiologic and clinical findings in the recombinant 8 syndrome,"Williamson SL, Clericuzio CL.",Pediatr Radiol. 1991;21(2):125-7. doi: 10.1007/BF02015623.,Williamson SL,Pediatr Radiol,1991,1991. 1. 1,,,10.1007/BF02015623
Review,41591435,"Imaging of megacystis-microcolon-intestinal hypoperistalsis syndrome before, during, and after the neonatal period: a pictorial review","Krishnasarma R, Maria Anthony Rayer DA, Sarma A, Singh S, Reddy N, Foust A, Johnstone L, Singh S, Snyder E.",Pediatr Radiol. 2026 Jan 27. doi: 10.1007/s00247-026-06526-0. Online ahead of print.,Krishnasarma R,Pediatr Radiol,2026,2026. 1. 27,,,10.1007/s00247-026-06526-0
Review,16532346,Pathological diagnosis of paediatric tumours from image-guided needle core biopsies: a systematic review,"Sebire NJ, Roebuck DJ.",Pediatr Radiol. 2006 May;36(5):426-31. doi: 10.1007/s00247-006-0123-4. Epub 2006 Mar 11.,Sebire NJ,Pediatr Radiol,2006,2006. 3. 15,,,10.1007/s00247-006-0123-4
Review,28213626,Effectiveness of screening for craniosynostosis with ultrasound: a retrospective review,"Hall KM, Besachio DA, Moore MD, Mora AJ, Carter WR.",Pediatr Radiol. 2017 May;47(5):606-612. doi: 10.1007/s00247-017-3793-1. Epub 2017 Feb 17.,Hall KM,Pediatr Radiol,2017,2017. 2. 19,,,10.1007/s00247-017-3793-1
Review,3022225,Hypercalcemia in association with mesoblastic nephroma: report of a case and review of the literature,"Ferraro EM, Klein SA, Fakhry J, Weingarten MJ, Rose JS.",Pediatr Radiol. 1986;16(6):516-7. doi: 10.1007/BF02387972.,Ferraro EM,Pediatr Radiol,1986,1986. 1. 1,,,10.1007/BF02387972
Review,3050842,"Solitary myeloblastoma presenting as acute hydrocephalus: review of literature, implications for therapy","Fruauff AA, Barasch ES, Rosenthal A.",Pediatr Radiol. 1988;18(5):369-72. doi: 10.1007/BF02388037.,Fruauff AA,Pediatr Radiol,1988,1988. 1. 1,,,10.1007/BF02388037
Review,11149088,Occipital osteodiastasis: presentation of four cases and review of the literature,Currarino G.,Pediatr Radiol. 2000 Dec;30(12):823-9. doi: 10.1007/s002470000337.,Currarino G,Pediatr Radiol,2000,2001. 1. 10,,,10.1007/s002470000337
Review,41137931,"Beyond the leptomeningeal angioma: a comprehensive review of MR imaging features of Sturge-Weber Syndrome, from early vascular responses to tissue necrosis","Cerron-Vela CR, Manteghinejad A, Andronikou S.",Pediatr Radiol. 2025 Dec;55(13):2704-2715. doi: 10.1007/s00247-025-06402-3. Epub 2025 Oct 25.,Cerron-Vela CR,Pediatr Radiol,2025,2025. 10. 25,PMC12708714,,10.1007/s00247-025-06402-3
Review,15918050,Role of MRI in the management of children with diffuse pontine tumors: a study of 15 patients and review of the literature,"Kornreich L, Schwarz M, Karmazyn B, Cohen IJ, Shuper A, Michovitz S, Yaniv I, Fenig E, Horev G.",Pediatr Radiol. 2005 Sep;35(9):872-9. doi: 10.1007/s00247-005-1502-y. Epub 2005 May 26.,Kornreich L,Pediatr Radiol,2005,2005. 5. 27,,,10.1007/s00247-005-1502-y
Review,38300286,Conflicting views of physicians and surgeons concerning paediatric urinary tract infection: a comparative review. May nuclear medicine provide an answer? Reply to Hewitt et al,"De Palma D, Botta F.",Pediatr Radiol. 2024 Apr;54(4):655-656. doi: 10.1007/s00247-024-05870-3. Epub 2024 Feb 1.,De Palma D,Pediatr Radiol,2024,2024. 2. 1,,,10.1007/s00247-024-05870-3
Review,41313374,Irreducible (nursemaid's) pulled elbow: a literature review of sonographic diagnostic criteria,"Colucci P, Tracey O, Jaramillo D, Scher D.",Pediatr Radiol. 2026 Feb;56(2):284-296. doi: 10.1007/s00247-025-06472-3. Epub 2025 Nov 28.,Colucci P,Pediatr Radiol,2026,2025. 11. 28,,,10.1007/s00247-025-06472-3
Review,9880610,Vascular complications (splenic and hepatic artery aneurysms) in the occipital horn syndrome: report of a patient and review of the literature,"Mentzel HJ, Seidel J, Vogt S, Vogt L, Kaiser WA.",Pediatr Radiol. 1999 Jan;29(1):19-22. doi: 10.1007/s002470050526.,Mentzel HJ,Pediatr Radiol,1999,1999. 1. 9,,,10.1007/s002470050526
Review,7824365,Osteomyelitis and pyogenic infection of the sacroiliac joint. MRI findings and review,"Haliloglu M, Kleiman MB, Siddiqui AR, Cohen MD.",Pediatr Radiol. 1994;24(5):333-5. doi: 10.1007/BF02012119.,Haliloglu M,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02012119
Review,41619012,Atypical and less-common imaging presentations of chronic nonbacterial osteitis in children: a pictorial review,"Viana SL, Machado BB.",Pediatr Radiol. 2026 Jan 31. doi: 10.1007/s00247-026-06517-1. Online ahead of print.,Viana SL,Pediatr Radiol,2026,2026. 1. 31,,,10.1007/s00247-026-06517-1
Review,2677947,CT and ultrasound imaging of pelvic rhabdomyosarcoma in children. A review of 56 patients,"Tannous WN, Azouz EM, Homsy YL, Kiruluta HG, Grattan-Smith D.",Pediatr Radiol. 1989;19(8):530-4. doi: 10.1007/BF02389565.,Tannous WN,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02389565
Review,927978,Leri's melorheostosis: three pediatric cases and a review of the literature,"Beauvais P, Fauré C, Montagne JP, Chigot PL, Maroteaux P.",Pediatr Radiol. 1977 Oct 28;6(3):153-9. doi: 10.1007/BF00972107.,Beauvais P,Pediatr Radiol,1977,1977. 10. 28,,,10.1007/BF00972107
Review,9545486,Spontaneous involution of pulmonary sequestration in children: a report of two cases and review of the literature,"García-Peña P, Lucaya J, Hendry GM, McAndrew PT, Duran C.",Pediatr Radiol. 1998 Apr;28(4):266-70. doi: 10.1007/s002470050348.,García-Peña P,Pediatr Radiol,1998,1998. 6. 20,,,10.1007/s002470050348
Review,24407229,Wandering spleen in children: a report of 3 cases and a brief literature review underlining the importance of diagnostic imaging,"Lombardi R, Menchini L, Corneli T, Magistrelli A, Accinni A, Monti L, Tomà P.",Pediatr Radiol. 2014 Mar;44(3):279-88. doi: 10.1007/s00247-013-2851-6. Epub 2014 Jan 10.,Lombardi R,Pediatr Radiol,2014,2014. 1. 11,,,10.1007/s00247-013-2851-6
Review,23011235,Midline brain-in-brain malformation associated with bilateral perirolandic cortical abnormalities: an image review of this rare disorder,"da Rocha AJ, Santana PJ Jr, Maia AC Jr.",Pediatr Radiol. 2012 Dec;42(12):1523-6. doi: 10.1007/s00247-012-2460-9. Epub 2012 Jul 22.,da Rocha AJ,Pediatr Radiol,2012,2012. 9. 27,,,10.1007/s00247-012-2460-9
Review,25828359,Common normal variants of pediatric vertebral development that mimic fractures: a pictorial review from a national longitudinal bone health study,"Jaremko JL, Siminoski K, Firth GB, Matzinger MA, Shenouda N, Konji VN, Roth J, Sbrocchi AM, Reed MH, O'Brien MK, Nadel H, McKillop S, Kloiber R, Dubois J, Coblentz C, Charron M, Ward LM; Canadian STOPP Consortium National Pediatric Bone Health Working Group.",Pediatr Radiol. 2015 Apr;45(4):593-605. doi: 10.1007/s00247-014-3210-y. Epub 2015 Apr 1.,Jaremko JL,Pediatr Radiol,2015,2015. 4. 2,PMC4519278,CAMS4895,10.1007/s00247-014-3210-y
Review,16132899,Critical review of 'temporary brittle bone disease',Mendelson KL.,Pediatr Radiol. 2005 Oct;35(10):1036-40. doi: 10.1007/s00247-005-1573-9. Epub 2005 Aug 24.,Mendelson KL,Pediatr Radiol,2005,2005. 9. 1,,,10.1007/s00247-005-1573-9
Review,23263195,Chronic recurrent multifocal osteomyelitis (CRMO): a longitudinal case series review,"Falip C, Alison M, Boutry N, Job-Deslandre C, Cotten A, Azoulay R, Adamsbaum C.",Pediatr Radiol. 2013 Mar;43(3):355-75. doi: 10.1007/s00247-012-2544-6. Epub 2012 Dec 22.,Falip C,Pediatr Radiol,2013,2012. 12. 25,,,10.1007/s00247-012-2544-6
Review,2170900,VIP secreting tumours in infancy. A review of radiological appearances,"Davies RP, Slavotinek JP, Dorney SF.",Pediatr Radiol. 1990;20(7):504-8. doi: 10.1007/BF02011377.,Davies RP,Pediatr Radiol,1990,1990. 1. 1,,,10.1007/BF02011377
Review,10836593,Fibrocartilaginous mesenchymoma of bone: case report and review of the literature,"Sumner TE, Ward WG, Kilpatrick SE, Opatowsky MJ.",Pediatr Radiol. 2000 May;30(5):315-7. doi: 10.1007/s002470050747.,Sumner TE,Pediatr Radiol,2000,2000. 6. 3,,,10.1007/s002470050747
Review,11297081,Imaging findings of perforative appendicitis: a pictorial review,"Hopkins KL, Patrick LE, Ball TI.",Pediatr Radiol. 2001 Mar;31(3):173-9. doi: 10.1007/s002470000386.,Hopkins KL,Pediatr Radiol,2001,2001. 4. 12,,,10.1007/s002470000386
Review,11321738,Congenital absence of the nose: a case report and literature review,"Olsen ØE, Gjelland K, Reigstad H, Rosendahl K.",Pediatr Radiol. 2001 Apr;31(4):225-32. doi: 10.1007/s002470000419.,Olsen ØE,Pediatr Radiol,2001,2001. 4. 27,,,10.1007/s002470000419
Review,19440768,HRCT in paediatric diffuse interstitial lung disease--a review for 2009,"Klusmann M, Owens C.",Pediatr Radiol. 2009 Jun;39 Suppl 3:471-81. doi: 10.1007/s00247-009-1200-2.,Klusmann M,Pediatr Radiol,2009,2009. 5. 15,,,10.1007/s00247-009-1200-2
Review,10929363,Myositis ossificans traumatica in young children: report of three cases and review of the literature,"Gindele A, Schwamborn D, Tsironis K, Benz-Bohm G.",Pediatr Radiol. 2000 Jul;30(7):451-9. doi: 10.1007/s002479900168.,Gindele A,Pediatr Radiol,2000,2000. 8. 10,,,10.1007/s002479900168
Review,1815179,Seatbelt induced chance fracture in an infant. Case report and literature review,"Miller JA, Smith TH.",Pediatr Radiol. 1991;21(8):575-7. doi: 10.1007/BF02012601.,Miller JA,Pediatr Radiol,1991,1991. 1. 1,,,10.1007/BF02012601
Review,11956726,Mesenteric lymphatic malformation associated with small-bowel volvulus - two cases and a review of the literature,"Traubici J, Daneman A, Wales P, Gibbs D, Fecteau A, Kim P.",Pediatr Radiol. 2002 May;32(5):362-5. doi: 10.1007/s00247-002-0658-y. Epub 2002 Mar 9.,Traubici J,Pediatr Radiol,2002,2002. 4. 17,,,10.1007/s00247-002-0658-y
Review,18246342,Unusual thoracic CT manifestations of osteosarcoma: review of 16 cases,"Rastogi R, Garg R, Thulkar S, Bakhshi S, Gupta A.",Pediatr Radiol. 2008 May;38(5):551-8. doi: 10.1007/s00247-007-0735-3. Epub 2008 Feb 2.,Rastogi R,Pediatr Radiol,2008,2008. 2. 5,,,10.1007/s00247-007-0735-3
Review,14564426,Langerhans' cell histiocytosis of the clivus: case report and literature review,"Hurley ME, O'Meara A, Fogarty E, Hayes R.",Pediatr Radiol. 2004 Mar;34(3):267-70. doi: 10.1007/s00247-003-1065-8. Epub 2003 Oct 15.,Hurley ME,Pediatr Radiol,2004,2003. 10. 18,,,10.1007/s00247-003-1065-8
Review,16283289,MRI assessment of bronchial compression in absent pulmonary valve syndrome and review of the syndrome,"Taragin BH, Berdon WE, Printz B.",Pediatr Radiol. 2006 Jan;36(1):71-5. doi: 10.1007/s00247-005-0018-9. Epub 2005 Nov 9.,Taragin BH,Pediatr Radiol,2006,2005. 11. 12,,,10.1007/s00247-005-0018-9
Review,8587820,Multifocal osteolysis following limb-sparing procedures: imaging findings and a review of the literature,"Kaste SC, Rao BN, Lynch MH, Parham DM, Meyer WH.",Pediatr Radiol. 1996;26(2):158-61. doi: 10.1007/BF01372099.,Kaste SC,Pediatr Radiol,1996,1996. 1. 1,,,10.1007/BF01372099
Review,12164351,Andersson lesion: spondylitis erosiva in adolescents. Two cases and review of the literature,"Unsal E, Arici AM, Kavukçu S, Pirnar T.",Pediatr Radiol. 2002 Mar;32(3):183-7. doi: 10.1007/s00247-001-0629-8.,Unsal E,Pediatr Radiol,2002,2002. 8. 8,,,10.1007/s00247-001-0629-8
Review,1891270,Laryngotracheobronchial cartilage calcification in children. A case report and review of the literature,Santos JM.,Pediatr Radiol. 1991;21(5):377-8. doi: 10.1007/BF02011495.,Santos JM,Pediatr Radiol,1991,1991. 1. 1,,,10.1007/BF02011495
